ein,Org Name,label,clean,token
473777082,Chinese American Association of Syosset New York Inc,1,chinese american association syosset new york inc,chines american associ syosset new york inc
473799420,Libres En Cristo,1,libres en cristo,libr en cristo
473805761,Research and Counselling Foundation for African Migrants RECFAM Inc,1,research counselling foundation african migrants recfam inc,research counsel foundat african migrant recfam inc
473865812,Friends of the Ethiopian National Project Inc,1,friends ethiopian national project inc,friend ethiopian nation project inc
473894466,Somali American Faribault Education,1,somali american faribault education,somali american faribault educ
474096093,Rehoboth Oromo Speaking Evangelical Church,1,rehoboth oromo speaking evangelical church,rehoboth oromo speak evangel church
474194507,Texas Association of Chinese Entrepreneurs,1,texas association chinese entrepreneurs,texa associ chines entrepreneur
474225152,Eastern Carver Somali Community,1,eastern carver somali community,eastern carver somali commun
474249840,509 Insanity,1,insanity,insan
474303521,Blythe Outfield Community Association,1,blythe outfield community association,blyth outfield commun associ
474328195,Clinica Sierra Vista Foundation,1,clinica sierra vista foundation,clinica sierra vista foundat
474382737,H3-Hearts for Haitian Humanity,1,h hearts haitian humanity,h heart haitian human
474383360,Buddhist Educational & Cultural Center of America,1,buddhist educational cultural center america,buddhist educ cultur center america
474386607,Enviable Mothers International Institute,1,enviable mothers international institute,enviabl mother intern institut
474397079,Ministerio Misionero El Buen Samaritano,1,ministerio misionero el buen samaritano,ministerio misionero el buen samaritano
474481304,Helping Haitians in Need Inc,1,helping haitians need inc,help haitian need inc
474496325,Ethiopian Evangelical Church- Allen EECA,1,ethiopian evangelical church allen eeca,ethiopian evangel church allen eeca
474496486,Centro Cristiano Jesucristo Vive,1,centro cristiano jesucristo vive,centro cristiano jesucristo vive
474533489,Vietnamese American Association of Raleigh NC,1,vietnamese american association raleigh nc,vietnames american associ raleigh nc
474676610,Vietnamese Deacons Association,1,vietnamese deacons association,vietnames deacon associ
474680900,Hmong Vang Incorporated,1,hmong vang incorporated,hmong vang incorpor
474723465,Cocina Sin Fronteras,1,cocina sin fronteras,cocina sin frontera
474777327,Somali Bantu Community Association of Pittsburgh,1,somali bantu community association pittsburgh,somali bantu commun associ pittsburgh
474805302,Iglesia Renacidos En Cristo Inc,1,iglesia renacidos en cristo inc,iglesia renacido en cristo inc
474865663,Korean Association of Oklahoma Inc,1,korean association oklahoma inc,korean associ oklahoma inc
474892669,House Farm Workers,1,house farm workers,hous farm worker
474913093,S O U L Community Outreach Corporation,1,u l community outreach corporation,u l commun outreach corpor
474966416,Ella Baker Organizing Fund,1,ella baker organizing fund,ella baker organ fund
474967408,Fronteras Sin Barreras,1,fronteras sin barreras,frontera sin barrera
474972265,Somali Womens Empowerment Center,1,somali womens empowerment center,somali women empower center
475014568,Eritrean Community Association in Cincinnati,1,eritrean community association cincinnati,eritrean commun associ cincinnati
475031628,Petersburg Korean American Association Inc,1,petersburg korean american association inc,petersburg korean american associ inc
475059552,Bjj Access Inc,1,bjj access inc,bjj access inc
475088811,Puente De Conexion,1,puente de conexion,puent de conexion
475114678,West Michigan Somali Bantu Community Service,1,west michigan somali bantu community service,west michigan somali bantu commun servic
475129758,Vietnamese Community of Central Virginia Inc,1,vietnamese community central virginia inc,vietnames commun central virginia inc
475135508,Centro Latino De Educacion Para Adultos DE Dallas Norte,1,centro latino de educacion para adultos de dallas norte,centro latino de educacion para adulto de dalla nort
475161533,Migrant Status Inc,1,migrant status inc,migrant statu inc
475167533,Iglesia Restauracion En Cristo Inc,1,iglesia restauracion en cristo inc,iglesia restauracion en cristo inc
475199592,Sikh Sewa Simran Society,1,sikh sewa simran society,sikh sewa simran societi
475209253,Somali Tv of Minnesota,1,somali tv minnesota,somali tv minnesota
475209635,Arriba Center Inc,1,arriba center inc,arriba center inc
475255636,Khmer Samacky Monastery,1,khmer samacky monastery,khmer samacki monasteri
475273278,Alien Assistance Association,1,alien assistance association,alien assist associ
475280400,Taking Root Inc,1,taking root inc,take root inc
475333163,Iglesia Pentecostes Camino De Salvacion De Maryland,1,iglesia pentecostes camino de salvacion de maryland,iglesia pentecost camino de salvacion de maryland
475341954,Somali Bantu National Deveploment,1,somali bantu national deveploment,somali bantu nation deveplo
475366548,Concilio Internacional Jesucristo Para Las Naciones,1,concilio internacional jesucristo para las naciones,concilio internacion jesucristo para la nacion
475377183,Ministerio Evangelico Poder De Dios,1,ministerio evangelico poder de dios,ministerio evangelico poder de dio
475396987,LA Union Hace La Fuerza,1,la union hace la fuerza,la union hace la fuerza
475406427,Caribbean Cultural Association,1,caribbean cultural association,caribbean cultur associ
475475829,Khmer Veterans International,1,khmer veterans international,khmer veteran intern
475484446,Centro Biblico Alcanzando Los No Alcanzados Inc,1,centro biblico alcanzando los alcanzados inc,centro biblico alcanzando lo alcanzado inc
475497515,Somali Mingis Spiritual Healing,1,somali mingis spiritual healing,somali mingi spiritu heal
475505608,United People for African Congress,1,united people african congress,unit peopl african congress
475564879,Aspire Community Strategies Inc,1,aspire community strategies inc,aspir commun strategi inc
475620733,Ministerio Internacional La Grey De Dios,1,ministerio internacional la grey de dios,ministerio internacion la grey de dio
475630642,Houston Haitians United,1,houston haitians united,houston haitian unit
475644321,Bego An Ethiopian Nonprofit Art and Culture Organization,1,bego ethiopian nonprofit art culture organization,bego ethiopian nonprofit art cultur organ
475655090,Centro Deportivo Y Cultural Casandra Damiron De Barahoneros En,1,centro deportivo cultural casandra damiron de barahoneros en,centro deportivo cultur casandra damiron de barahonero en
480812610,Ser-Jobs for Progress Inc,1,ser jobs progress inc,ser job progress inc
481121948,Kansas Association of Migrant Directors,1,kansas association migrant directors,kansa associ migrant director
510095439,Catholic Diocese of Wilmington,1,catholic diocese wilmington,cathol dioces wilmington
510173831,Korean Center Incorporated,1,korean center incorporated,korean center incorpor
510243625,Shamir,1,shamir,shamir
510475062,Esan Progressive Association Inc,1,esan progressive association inc,esan progress associ inc
520789800,LEADERSHIP CONFERENCE ON CIVIL AND HUMAN RIGHTS INC,1,leadership conference civil human rights inc,leadership confer civil human right inc
520913158,Migrant Legal Action Program Inc,1,migrant legal action program inc,migrant legal action program inc
521020023,The East Coast Migrant Head Start Project,1,east coast migrant head start project,east coast migrant head start project
521199047,National Coalition of Advocates for Students,1,national coalition advocates students,nation coalit advoc student
521200534,Caribbean American Intercultural Organization Inc,1,caribbean american intercultural organization inc,caribbean american intercultur organ inc
521214362,National Association of Chinese Americans,1,national association chinese americans,nation associ chines american
521257938,The National Migrant Heal Start Directors Association,1,national migrant heal start directors association,nation migrant heal start director associ
521261904,Oyster School Community Council Inc Oyster Creative Activities,1,oyster school community council inc oyster creative activities,oyster school commun council inc oyster creativ activ
521268149,Cuban-American National Foundation Inc,1,cuban american national foundation inc,cuban american nation foundat inc
521461623,Family Counseling Center of Greater Washington,1,family counseling center greater washington,famili counsel center greater washington
521525929,U S Assoc for Intl Migration,1,u assoc intl migration,u assoc intl migrat
521659137,Organization of Chinese American Women,1,organization chinese american women,organ chines american women
521852628,Health Outreach Partners,1,health outreach partners,health outreach partner
521891359,Educational Video in Spanish Inc,1,educational video spanish inc,educ video spanish inc
521917902,James J Norris Foundation for Migrants and Refugees,1,james j norris foundation migrants refugees,jame j norri foundat migrant refuge
521967995,O People of America Foundation,1,people america foundation,peopl america foundat
522074785,Sudanese American Community Development Organization Inc,1,sudanese american community development organization inc,sudanes american commun develop organ inc
522128262,Institute for Family Development Inc,1,institute family development inc,institut famili develop inc
522156088,Arriba Center,1,arriba center,arriba center
522158953,El Teatro De Danza Contemporanea DE El Salvador,1,el teatro de danza contemporanea de el salvador,el teatro de danza contemporanea de el salvador
522168441,Migrant & Refugee Cultural Support,1,migrant refugee cultural support,migrant refuge cultur support
522173996,Interstate Migrant Education Council,1,interstate migrant education council,interst migrant educ council
522189464,Facts About Cuban Exiles - F A C E,1,facts cuban exiles f c e,fact cuban exil f c e
522236441,Dominican American National Round Table,1,dominican american national round table,dominican american nation round tabl
522308356,National Hep-Camp Association,1,national hep camp association,nation hep camp associ
522350466,Thornston Educational Fund,1,thornston educational fund,thornston educ fund
522391317,Csj Learning Connection for Adult Education Inc,1,csj learning connection adult education inc,csj learn connect adult educ inc
541149323,Organization of Chinese American Women Inc,1,organization chinese american women inc,organ chines american women inc
541596873,Kurdish Human Rights Watch Inc,1,kurdish human rights watch inc,kurdish human right watch inc
541598045,Center for Multicultural Human Services,1,center multicultural human services,center multicultur human servic
541695838,"Help the Afghan Children, Inc.",1,help afghan children inc,help afghan children inc
541862900,American-Kurdish Center Inc,1,american kurdish center inc,american kurdish center inc
550802603,Liberian Cultural Association Inc,1,liberian cultural association inc,liberian cultur associ inc
550863826,Oregon Somali Family Education Ctr,1,oregon somali family education ctr,oregon somali famili educ ctr
560992353,Greene County Health Care Incorporated,1,greene county health care incorporated,green counti health care incorpor
561209062,Goshen Medical Center Incorporated,1,goshen medical center incorporated,goshen medic center incorpor
561728338,Southeastern Welcome Center Inc,1,southeastern welcome center inc,southeastern welcom center inc
561729000,Latin American Resource Center,1,latin american resource center,latin american resourc center
561767123,Hmong-Lao Assistance Association Inc,1,hmong lao assistance association inc,hmong lao assist associ inc
561896130,Columbus County Community Health Services,1,columbus county community health services,columbu counti commun health servic
562093292,International Link,1,international link,intern link
562196387,The Ethiopian Community Association of Charlotte and Surrounding Areas,1,ethiopian community association charlotte surrounding areas,ethiopian commun associ charlott surround area
562264918,High Country Amigos,1,high country amigos,high countri amigo
562269813,Service Center for Latinos Inc,1,service center latinos inc,servic center latino inc
562326161,Resource Development International LLC,1,resource development international llc,resourc develop intern llc
562423584,Bethany Haitian Baptist Ministry Inc,1,bethany haitian baptist ministry inc,bethani haitian baptist ministri inc
562500467,Sikh Sadh-Sangat Inc,1,sikh sadh sangat inc,sikh sadh sangat inc
562515921,Eastern European Medical Society,1,eastern european medical society,eastern european medic societi
562552498,Caring for All Inc,1,caring inc,care inc
562618684,Migrant Heritage Commission Inc,1,migrant heritage commission inc,migrant heritag commiss inc
570519864,Rural Mission Inc,1,rural mission inc,rural mission inc
581678417,Project Dawn Inc,1,project dawn inc,project dawn inc
581718553,Migrant Benevolent Association Inc,1,migrant benevolent association inc,migrant benevol associ inc
581745989,Migrant Farmworker Family Ministries Inc,1,migrant farmworker family ministries inc,migrant farmwork famili ministri inc
582266200,Bridging the Gap Project Inc,1,bridging gap project inc,bridg gap project inc
582321987,Asian American Resource Foundation Inc,1,asian american resource foundation inc,asian american resourc foundat inc
582611609,Migrant & Seasonal Housing Inc,1,migrant seasonal housing inc,migrant season hous inc
582652716,Lost Boys Foundation Inc,1,lost boys foundation inc,lost boy foundat inc
591221966,REDLANDS CHRISTIAN MIGRANT ASSOCIATION,1,redlands christian migrant association,redland christian migrant associ
591564629,Good Samaritan Mission Inc,1,good samaritan mission inc,good samaritan mission inc
591741273,Family Health Centers of Southwest Florida Inc,1,family health centers southwest florida inc,famili health center southwest florida inc
592149950,Coalition of Florida Farmworker Organizations,1,coalition florida farmworker organizations,coalit florida farmwork organ
592155125,Portuguese American Cultural Society of P B County Inc,1,portuguese american cultural society p b county inc,portugues american cultur societi p b counti inc
592247419,Everglades Community Association Incorporated,1,everglades community association incorporated,everglad commun associ incorpor
592682535,Migrant Care Ministries Inc,1,migrant care ministries inc,migrant care ministri inc
592832745,Indios Inc,1,indios inc,indio inc
593038148,Orange County Migrant Youth Association Inc,1,orange county migrant youth association inc,orang counti migrant youth associ inc
593091229,Migrant Student Scholarship Fund Inc,1,migrant student scholarship fund inc,migrant student scholarship fund inc
593614249,Operation Hope of Greater Florida Inc,1,operation hope greater florida inc,oper hope greater florida inc
593654481,Hispanic Health Initiatives Inc,1,hispanic health initiatives inc,hispan health initi inc
593795746,Vietnamese Community of Clark County,1,vietnamese community clark county,vietnames commun clark counti
593841869,Scalabrini International Migration Network,1,scalabrini international migration network,scalabrini intern migrat network
596158909,Migrant Missionary Fellowship,1,migrant missionary fellowship,migrant missionari fellowship
610998026,Kentucky Farmworker Programs Inc,1,kentucky farmworker programs inc,kentucki farmwork program inc
611297850,MIGRANT NETWORK COALITION INC,1,migrant network coalition inc,migrant network coalit inc
611403579,Just Economics,1,economics,econom
611435541,Center for Africans New To America,1,center africans new america,center african new america
611718871,Rural Community Workers Alliance,1,rural community workers alliance,rural commun worker allianc
611737522,North Bay Indo American Association,1,north bay indo american association,north bay indo american associ
611757944,Triangle Grace Korean Church Pcusa,1,triangle grace korean church pcusa,triangl grace korean church pcusa
611761339,Hmong Lutheran Ministry Inc,1,hmong lutheran ministry inc,hmong lutheran ministri inc
611807180,Carmel Ethiopian Evangelical Church Inc,1,carmel ethiopian evangelical church inc,carmel ethiopian evangel church inc
611915154,Good Counsel Learning Center Inc,1,good counsel learning center inc,good counsel learn center inc
621695442,South Sudanese American Friendship Association of Memphis Inc,1,south sudanese american friendship association memphis inc,south sudanes american friendship associ memphi inc
631001920,Fair Housing Center of Northern Alabama,1,fair housing center northern alabama,fair hous center northern alabama
650045254,Okeechobee Non Profit Housing Inc,1,okeechobee non profit housing inc,okeechobe non profit hous inc
650133208,Pine Manor Improvement Association Inc,1,pine manor improvement association inc,pine manor improv associ inc
650185583,Doveland Inc,1,doveland inc,doveland inc
650293545,Haitian Center for Family Services Inc,1,haitian center family services inc,haitian center famili servic inc
650761586,Haitian American Association Against Cancer Inc,1,haitian american association cancer inc,haitian american associ cancer inc
650804650,Catholic Charities Legal Services Archdiocese of Miami Inc,1,catholic charities legal services archdiocese miami inc,cathol chariti legal servic archdioces miami inc
650851672,Vietnamese Buddhist Cultural Center of Florida Inc,1,vietnamese buddhist cultural center florida inc,vietnames buddhist cultur center florida inc
650883129,Organization of Maya People in Exile Inc,1,organization maya people exile inc,organ maya peopl exil inc
650938714,Scholarship Fund for Ethiopian Jews Inc,1,scholarship fund ethiopian jews inc,scholarship fund ethiopian jew inc
650959425,Everglades Housing Trust Inc,1,everglades housing trust inc,everglad hous trust inc
650979677,Little Manatee Housing Corporation,1,little manatee housing corporation,littl manate hous corpor
651041085,Maggard Migrant Ministries Inc,1,maggard migrant ministries inc,maggard migrant ministri inc
651067124,Big Cypress Housing Corporation,1,big cypress housing corporation,big cypress hous corpor
651231363,Ethiopian Cultural Institute Inc,1,ethiopian cultural institute inc,ethiopian cultur institut inc
651238414,Everglades Housing Group Incorporated,1,everglades housing group incorporated,everglad hous group incorpor
651238417,Rural Neighborhoods Incorporated,1,rural neighborhoods incorporated,rural neighborhood incorpor
660427801,Migrant Health Center,1,migrant health center,migrant health center
660697485,Ministerio Dando La Mano AL Amigo En El Desierto Inc,1,ministerio dando la mano al amigo en el desierto inc,ministerio dando la mano al amigo en el desierto inc
660830950,Gedalias Bilingual Academy Inc,1,gedalias bilingual academy inc,gedalia bilingu academi inc
660840678,American Samoa Chinese Community Association Inc,1,american samoa chinese community association inc,american samoa chines commun associ inc
660846442,Salud Para Culebra,1,salud para culebra,salud para culebra
660862224,Ministerio Buen Samaritano Marc Marcos A Rivera Cordova Inc,1,ministerio buen samaritano marc marcos rivera cordova inc,ministerio buen samaritano marc marco rivera cordova inc
660863348,Laborers International Union of North America,1,laborers international union north america,labor intern union north america
660863418,Laborers International Union of North America,1,laborers international union north america,labor intern union north america
680025437,Central California Child Development Services,1,central california child development services,central california child develop servic
680232483,Sacramento Lao Family Community Inc,1,sacramento lao family community inc,sacramento lao famili commun inc
680277160,Korean American Community Association of Sacramento Inc,1,korean american community association sacramento inc,korean american commun associ sacramento inc
680291549,Migration Dialogue,1,migration dialogue,migrat dialogu
680350323,Hmong Women Heritage Association,1,hmong women heritage association,hmong women heritag associ
680372394,Brookside Community Health Center Inc,1,brookside community health center inc,brooksid commun health center inc
680455970,Families in Self Help,1,families self help,famili self help
680479331,Cambodian Association of Northern California,1,cambodian association northern california,cambodian associ northern california
710883921,Community Action Resource Educational Service Inc,1,community action resource educational service inc,commun action resourc educ servic inc
710934450,Hmong Foundation of Connecticut Inc,1,hmong foundation connecticut inc,hmong foundat connecticut inc
710954160,English Language Ministry Inc,1,english language ministry inc,english languag ministri inc
721285339,Vietnamese American Community in Louisiana,1,vietnamese american community louisiana,vietnames american commun louisiana
721323420,Achieve Language Academy,1,achieve language academy,achiev languag academi
721366400,National Association of State Directors of Migrant Education,1,national association state directors migrant education,nation associ state director migrant educ
721402876,Louisiana Appleseed Center for Law and Justice,1,louisiana appleseed center law justice,louisiana applese center law justic
721562082,Peoples Diversity Forum,1,peoples diversity forum,peopl divers forum
721597864,Justice in Motion,1,justice motion,justic motion
731424053,Vietnamese-American Community in Oklahoma City and Metropolitan,1,vietnamese american community oklahoma city metropolitan,vietnames american commun oklahoma citi metropolitan
731678335,Migrant Parent Advisory Committee,1,migrant parent advisory committee,migrant parent advisori committe
731704355,African Women Cancer Awareness Association Incorporated,1,african women cancer awareness association incorporated,african women cancer awar associ incorpor
731718884,Metropolitan Interfaith Congregations Acting for Hope Inc,1,metropolitan interfaith congregations acting hope inc,metropolitan interfaith congreg act hope inc
741152529,Annunciation House Inc,1,annunciation house inc,annunci hous inc
741654179,Laredo Migrant Council Inc,1,laredo migrant council inc,laredo migrant council inc
741695460,Texas Migrant Council Inc,1,texas migrant council inc,texa migrant council inc
741727641,"Texoma Association of Title Iii B Migrant Projects, Inc.",1,texoma association title iii b migrant projects inc,texoma associ titl iii b migrant project inc
741826899,"National Center for Farmworker Health, Inc.",1,national center farmworker health inc,nation center farmwork health inc
742277806,Sin Fronteras Organizing Project Inc,1,sin fronteras organizing project inc,sin frontera organ project inc
742510183,Texas Advocates for Migrant Students Tams,1,texas advocates migrant students tams,texa advoc migrant student tam
742552588,Farmworker Health Project,1,farmworker health project,farmwork health project
742662919,"Migrant Clinicians Network, Inc.",1,migrant clinicians network inc,migrant clinician network inc
742718315,LA Clinica Guadalupana Inc,1,la clinica guadalupana inc,la clinica guadalupana inc
742833653,Proyecto Digna Inc,1,proyecto digna inc,proyecto digna inc
742850503,Southwest Cultural Preservation Project Inc,1,southwest cultural preservation project inc,southwest cultur preserv project inc
742860075,Border Agricultural Workers Project -Proyecto De Los Trabaj Agri Front,1,border agricultural workers project proyecto de los trabaj agri front,border agricultur worker project proyecto de lo trabaj agri front
742864760,El Puente Community Development Corporation,1,el puente community development corporation,el puent commun develop corpor
742864775,Korean-American Association of Killeen,1,korean american association killeen,korean american associ killeen
742880281,Arise Support Center,1,arise support center,aris support center
742892320,Alianza Para El Desarrollo Comunitario Inc,1,alianza para el desarrollo comunitario inc,alianza para el desarrollo comunitario inc
742963909,Arise-Por El Rio,1,arise por el rio,aris por el rio
742994337,Corporation for the Development of Community Health Centers,1,corporation development community health centers,corpor develop commun health center
743023330,Hispanic Council for Reform and Educational Options,1,hispanic council reform educational options,hispan council reform educ option
743062676,Sauk Prairie Area Literacy Council Inc,1,sauk prairie area literacy council inc,sauk prairi area literaci council inc
743082833,National Lao-American Community and Economic Development,1,national lao american community economic development,nation lao american commun econom develop
743130047,Somali Children Association of Minnesota,1,somali children association minnesota,somali children associ minnesota
743194189,Center for Somali Family and Childrens Services Inc,1,center somali family childrens services inc,center somali famili children servic inc
751236349,Plano International Preschool Inc,1,plano international preschool inc,plano intern preschool inc
751657078,Lorenzo Farm Housing Association Inc,1,lorenzo farm housing association inc,lorenzo farm hous associ inc
752048290,Mutual Assistance Association for the Ethiopian Community Inc,1,mutual assistance association ethiopian community inc,mutual assist associ ethiopian commun inc
752156864,Community of Vietnamese Nationals of Greater Dallas Inc,1,community vietnamese nationals greater dallas inc,commun vietnames nation greater dalla inc
752487297,Grayson Literacy Team,1,grayson literacy team,grayson literaci team
752800133,South Sudanese Association of North Texas Inc,1,south sudanese association north texas inc,south sudanes associ north texa inc
753014584,Afghan Communicator,1,afghan communicator,afghan commun
753028138,FINNEGANS COMMUNITY FUND,1,finnegans community fund,finnegan commun fund
753030413,Border Womens Development Fund,1,border womens development fund,border women develop fund
753144201,National Hmong American Farmers Inc,1,national hmong american farmers inc,nation hmong american farmer inc
753250496,Force Film Foundation Inc,1,force film foundation inc,forc film foundat inc
760276969,Community Improvement Association of Shadow Bay Inc,1,community improvement association shadow bay inc,commun improv associ shadow bay inc
760284522,Vietnamese Community Services Center Inc,1,vietnamese community services center inc,vietnames commun servic center inc
760433067,Amigos Por Vida Friends for Life Inc,1,amigos por vida friends life inc,amigo por vida friend life inc
760727252,Somali Women and Childrens Alliance,1,somali women childrens alliance,somali women children allianc
760762700,Migrant Students Foundation Inc,1,migrant students foundation inc,migrant student foundat inc
760802121,New Life Haitian Baptist Church,1,new life haitian baptist church,new life haitian baptist church
760813300,Somali Community Services,1,somali community services,somali commun servic
770012545,Chapel Court Housing Corporation,1,chapel court housing corporation,chapel court hous corpor
770038969,Lao Family Community of Fresno Inc,1,lao family community fresno inc,lao famili commun fresno inc
770283340,California School Employees Association,1,california school employees association,california school employe associ
770290646,Samoan Community Development Center Incorporated,1,samoan community development center incorporated,samoan commun develop center incorpor
770403938,Central Coast Citizenship Project,1,central coast citizenship project,central coast citizenship project
770413882,San Joaquin Family Health Care Association Inc,1,san joaquin family health care association inc,san joaquin famili health care associ inc
770427116,Hmong-American Community Inc,1,hmong american community inc,hmong american commun inc
770441532,Los Cimientos Alliance,1,los cimientos alliance,lo cimiento allianc
770463179,Coalition for Rural Pueblos Economic Development,1,coalition rural pueblos economic development,coalit rural pueblo econom develop
770506592,Mariposas Art,1,mariposas art,mariposa art
770514387,Khmer Society of Fresno Inc,1,khmer society fresno inc,khmer societi fresno inc
770535985,California Migrant Leadership Council Inc,1,california migrant leadership council inc,california migrant leadership council inc
770561643,Migrant Photography Project,1,migrant photography project,migrant photographi project
770618163,Eritrean Muslims Council Inc,1,eritrean muslims council inc,eritrean muslim council inc
770661661,Spect Actors Collective,1,spect actors collective,spect actor collect
776127769,Chinese Cancer Memorial Foundation,1,chinese cancer memorial foundation,chines cancer memori foundat
800056716,Border Action Network,1,border action network,border action network
800081348,Alexander International Center,1,alexander international center,alexand intern center
800101206,Center for Linguistic and Cultural Democracy,1,center linguistic cultural democracy,center linguist cultur democraci
800216957,Rev Oreste Pandola Adult Learning,1,rev oreste pandola adult learning,rev orest pandola adult learn
800281758,Fundacion Caminante,1,fundacion caminante,fundacion caminant
800536869,Taino Haitian Women,1,taino haitian women,taino haitian women
800555803,Iraqi American Association,1,iraqi american association,iraqi american associ
800581456,Frisco Korean Church,1,frisco korean church,frisco korean church
800767030,All Ethiopian Sports Association One Inc,1,ethiopian sports association one inc,ethiopian sport associ one inc
800848428,North Alabama Korean Association,1,north alabama korean association,north alabama korean associ
800905406,Scottsmoor Community Association,1,scottsmoor community association,scottsmoor commun associ
810350430,Montana Migrant & Seasonal Farmworker Council Inc Ceta Projec,1,montana migrant seasonal farmworker council inc ceta projec,montana migrant season farmwork council inc ceta projec
810397037,"Rural Employment Opportunities, Inc.",1,rural employment opportunities inc,rural employ opportun inc
810658986,Ahmsa,1,ahmsa,ahmsa
810712069,Eritrean American Youth Sports Association of Maryland Inc,1,eritrean american youth sports association maryland inc,eritrean american youth sport associ maryland inc
810718228,New American Folk Theatre NFP,1,new american folk theatre nfp,new american folk theatr nfp
810751766,United Haitian Orthopaedic Philanthropists Inc,1,united haitian orthopaedic philanthropists inc,unit haitian orthopaed philanthropist inc
810899238,Association of Missouri Interpreters,1,association missouri interpreters,associ missouri interpret
810926376,Tigray Community Association Washington DC Metropolitan Area,1,tigray community association washington dc metropolitan area,tigray commun associ washington dc metropolitan area
810939294,Russian Cultural Center of New York Inc,1,russian cultural center new york inc,russian cultur center new york inc
811008798,Grace and Love Korean Church,1,grace love korean church,grace love korean church
811114164,Primitive Haitian Church Corporation,1,primitive haitian church corporation,primit haitian church corpor
811161923,Chinese American Mutual Association,1,chinese american mutual association,chines american mutual associ
811180674,Haitian Community Land Trust Inc,1,haitian community land trust inc,haitian commun land trust inc
811200558,Latino Literacy Center,1,latino literacy center,latino literaci center
811390379,Central Florida Korean Association Inc,1,central florida korean association inc,central florida korean associ inc
811393357,United American Pilipino Group,1,united american pilipino group,unit american pilipino group
811440992,Sonoma Valley Athletic Corp,1,sonoma valley athletic corp,sonoma valley athlet corp
811556850,Asian American Today Inc,1,asian american today inc,asian american today inc
811610660,Alliance of Sustainable Farms,1,alliance sustainable farms,allianc sustain farm
811665867,Asian American Developmental Intervention,1,asian american developmental intervention,asian american development intervent
811689107,El Buen Obrero Inc,1,el buen obrero inc,el buen obrero inc
811735785,Imas Heart for A Neighbor Corp,1,imas heart neighbor corp,ima heart neighbor corp
811740798,Somali Community Center of Maine,1,somali community center maine,somali commun center main
811751810,Duette Community Association,1,duette community association,duett commun associ
811759659,Haitian American Nurses Association of Maryland Inc,1,haitian american nurses association maryland inc,haitian american nurs associ maryland inc
812007605,Iftiin Somali Youth Organization,1,iftiin somali youth organization,iftiin somali youth organ
812028181,Federacion De Los Migrantes Activos De Guerrero,1,federacion de los migrantes activos de guerrero,federacion de lo migrant activo de guerrero
812039270,Jamaican American Connection,1,jamaican american connection,jamaican american connect
812080729,THE ASHERAH FOUNDATION,1,asherah foundation,asherah foundat
812267039,Haitian American Business Expo Inc,1,haitian american business expo inc,haitian american busi expo inc
812270391,Good Samaritan Korean Church,1,good samaritan korean church,good samaritan korean church
812301596,Ministerio Tabernaculo De Dios Inc,1,ministerio tabernaculo de dios inc,ministerio tabernaculo de dio inc
812376664,Chinese Cross-Cultural Communication Association,1,chinese cross cultural communication association,chines cross cultur commun associ
812377933,Ovm4Tv - Oversea Vietnamese Media for Television,1,ovm tv oversea vietnamese media television,ovm tv oversea vietnames media televis
812395451,Khmer Krom Association of Iowa Inc,1,khmer krom association iowa inc,khmer krom associ iowa inc
812410787,Somali Siman,1,somali siman,somali siman
812421831,Orthopedic Solutions To Surgical Access Inc,1,orthopedic solutions surgical access inc,orthoped solut surgic access inc
812503861,Camyna Haitian Farm Workers & Migrants Association Incorprated,1,camyna haitian farm workers migrants association incorprated,camyna haitian farm worker migrant associ incorpr
812556451,Tax Help Center of America,1,tax help center america,tax help center america
812610980,Lost Generations of Americans,1,lost generations americans,lost gener american
812726674,Houston Asian American Youth Association,1,houston asian american youth association,houston asian american youth associ
812739688,Total Health Education Services Inc,1,total health education services inc,total health educ servic inc
812899968,Bosnian American Cultural Foundation,1,bosnian american cultural foundation,bosnian american cultur foundat
812961805,International Institute for Collaborative Leadership Inc,1,international institute collaborative leadership inc,intern institut collabor leadership inc
812966648,Sleep Centers of America,1,sleep centers america,sleep center america
813043527,Indiana Migrant & Seasonal Farmworker Coalition,1,indiana migrant seasonal farmworker coalition,indiana migrant season farmwork coalit
813094497,Haitian Hope,1,haitian hope,haitian hope
813095209,Sudanese Community Assocition of Charlotte,1,sudanese community assocition charlotte,sudanes commun associt charlott
813127841,Ministerio Internacional Presencia De Dios,1,ministerio internacional presencia de dios,ministerio internacion presencia de dio
813131296,Different Drum Theatrics,1,different drum theatrics,differ drum theatric
813165423,Ministerio De Ayuda Mutua Para Enterramiento Inc,1,ministerio de ayuda mutua para enterramiento inc,ministerio de ayuda mutua para enterramiento inc
813177235,American Somali Media,1,american somali media,american somali media
813255993,LA Salud Foundation,1,la salud foundation,la salud foundat
813286449,Haitian American Educators Association of the Palm Beaches in,1,haitian american educators association palm beaches,haitian american educ associ palm beach
813299886,Chinese American Youth Community Leadership Institute,1,chinese american youth community leadership institute,chines american youth commun leadership institut
813346535,Ministerio Llamamiento De Dios,1,ministerio llamamiento de dios,ministerio llamamiento de dio
813359889,Vietnamese Community Arizona Cultural Association Cdnvqg,1,vietnamese community arizona cultural association cdnvqg,vietnames commun arizona cultur associ cdnvqg
813457997,Iglesia Pentecostes Templo El Buen Samaritano Inc,1,iglesia pentecostes templo el buen samaritano inc,iglesia pentecost templo el buen samaritano inc
813492508,Isafe Ventures Inc,1,isafe ventures inc,isaf ventur inc
